Make,Model,CO2 Emissions(lbs/mile)
PORSCHE,911 TURBO S CABRIOLET,0.375423516
PORSCHE,BOXSTER,0.290473669
PORSCHE,BOXSTER S,0.308285734
PORSCHE,CAYENNE,0.397346057
PORSCHE,CAYENNE DIESEL (modified),0.379533993
PORSCHE,CAYENNE GTS,0.46311368
PORSCHE,CAYENNE S,0.424749234
PORSCHE,CAYENNE S HYBRID,0.343909863
PORSCHE,CAYENNE TURBO,0.446671775
PORSCHE,CAYENNE TURBO S,0.490516857
PORSCHE,CAYMAN,0.290473669
PORSCHE,CAYMAN S,0.308285734
PORSCHE,PANAMERA,0.343909863
PORSCHE,PANAMERA 4,0.349390499
PORSCHE,PANAMERA 4S,0.356241293
PORSCHE,PANAMERA 4S EXECUTIVE,0.361721928
PORSCHE,PANAMERA GTS,0.400086375
PORSCHE,PANAMERA S,0.356241293
PORSCHE,PANAMERA TURBO,0.402826692
PORSCHE,PANAMERA TURBO EXECUTIVE,0.406937169
RAM,1500 (MDS),0.465853998
RAM,1500 4X4 (MDS),0.485036222
RAM,1500 4X4 DIESEL,0.391865422
RAM,1500 4X4 FFV,0.397346057
RAM,1500 DIESEL,0.376793675
RAM,1500 FFV,0.375423516
RAM,1500 HFE,0.356241293
RAM,CARGO VAN FFV,0.35898161
ROLLS-ROYCE,GHOST,0.504218445
ROLLS-ROYCE,GHOST EWB,0.504218445
ROLLS-ROYCE,PHANTOM,0.538472415
ROLLS-ROYCE,PHANTOM COUPE,0.538472415
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,0.538472415
ROLLS-ROYCE,PHANTOM EWB,0.538472415
ROLLS-ROYCE,WRAITH,0.491887016
SCION,FR-S,0.264440652
SCION,iQ,0.195932711
SCION,tC,0.283622875
SCION,xB,0.31239621
SCION,xD,0.252109222
SMART,FORTWO CABRIOLET,0.201413346
SMART,FORTWO COUPE,0.201413346
SRT,VIPER COUPE,0.53299178
SRT,VIPER GTS COUPE,0.53299178
SUBARU,BRZ,0.268551128
SUBARU,FORESTER AWD,0.298694622
SUBARU,IMPREZA AWD,0.245258428
SUBARU,IMPREZA WAGON AWD,0.245258428
SUBARU,LEGACY AWD,0.271291446
SUBARU,OUTBACK AWD,0.283622875
SUBARU,TRIBECA AWD,0.412417804
SUBARU,XV CROSSTREK AWD,0.268551128
SUBARU,XV CROSSTREK HYBRID AWD,0.242518111
TOYOTA,4RUNNER (Part-Time 4WD),0.406937169
TOYOTA,4RUNNER 4WD,0.406937169
TOYOTA,AVALON,0.302805099
TOYOTA,CAMRY,0.258960017
TOYOTA,CAMRY HYBRID LE,0.179490805
TOYOTA,CAMRY HYBRID XLE/SE,0.189081917
TOYOTA,COROLLA,0.242518111
TOYOTA,COROLLA LE ECO (1-mode),0.213744776
TOYOTA,COROLLA LE ECO (2-mode),0.217855252
TOYOTA,COROLLA MATRIX,0.268551128
TOYOTA,FJ CRUISER 4WD,0.406937169
TOYOTA,HIGHLANDER,0.32472764
TOYOTA,HIGHLANDER AWD,0.361721928
TOYOTA,HIGHLANDER HYBRID AWD,0.261700334
TOYOTA,HIGHLANDER HYBRID AWD LE,0.258960017
TOYOTA,PRIUS,0.15071747
TOYOTA,PRIUS c,0.147977152
TOYOTA,PRIUS v,0.172640011
TOYOTA,RAV4,0.280882558
TOYOTA,RAV4 AWD,0.295954305
TOYOTA,RAV4 LIMITED AWD,0.298694622
TOYOTA,SEQUOIA 4WD,0.526140986
TOYOTA,SIENNA,0.356241293
TOYOTA,SIENNA AWD,0.390495263
TOYOTA,TACOMA,0.343909863
TOYOTA,TACOMA 4WD,0.375423516
TOYOTA,TUNDRA,0.424749234
TOYOTA,TUNDRA 4WD,0.47544511
TOYOTA,VENZA,0.315136528
TOYOTA,VENZA 4WD,0.321987322
TOYOTA,YARIS,0.230186681
VOLKSWAGEN,BEETLE,0.268551128
VOLKSWAGEN,BEETLE TDI (modified),0.274031764
VOLKSWAGEN,BEETLE CONVERTIBLE,0.274031764
VOLKSWAGEN,CC,0.305545416
VOLKSWAGEN,CC 4MOTION,0.387754945
VOLKSWAGEN,EOS,0.302805099
VOLKSWAGEN,GOLF WAGON,0.298694622
VOLKSWAGEN,GOLF WAGON TDI (modified),0.271291446
VOLKSWAGEN,JETTA,0.258960017
VOLKSWAGEN,JETTA TDI (modified),0.271291446
VOLKSWAGEN,JETTA GLI,0.283622875
VOLKSWAGEN,JETTA TURBO HYBRID,0.169899693
VOLKSWAGEN,PASSAT,0.271291446
VOLKSWAGEN,PASSAT TDI (modified),0.246628587
VOLKSWAGEN,ROUTAN,0.380904151
VOLKSWAGEN,TIGUAN,0.337059069
VOLKSWAGEN,TIGUAN 4MOTION,0.337059069
VOLKSWAGEN,TOUAREG,0.40556701
VOLKSWAGEN,TOUAREG TDI (modified),0.379533993
VOLVO,S60,0.305545416
VOLVO,S60 AWD,0.317876846
VOLVO,S80,0.321987322
VOLVO,S80 AWD,0.361721928
VOLVO,XC60,0.353500975
VOLVO,XC60 AWD,0.37131304
VOLVO,XC70 AWD,0.37131304
VOLVO,XC90 AWD,0.402826692
ACURA,MDX SH-AWD,0.349390499
ACURA,RLX HYBRID,0.242518111
ACURA,TLX,0.261700334
ACURA,TLX SH-AWD,0.302805099
ASTON MARTIN,RAPIDE S,0.448041933
ASTON MARTIN,V12 VANTAGE S,0.519290192
ASTON MARTIN,VANTAGE GT,0.46311368
AUDI,A3,0.274031764
AUDI,A3 TDI (modified),0.242518111
AUDI,A3 QUATTRO,0.271291446
AUDI,A3 CABRIOLET QUATTRO,0.280882558
AUDI,A4 ALLROAD QUATTRO,0.31239621
AUDI,Q3,0.32472764
AUDI,Q3 QUATTRO,0.32472764
AUDI,S3,0.283622875
BENTLEY,CONTINENTAL GT CONVERTIBLE,0.461743522
BENTLEY,CONTINENTAL GT3-R,0.448041933
BMW,228i CABRIOLET,0.280882558
BMW,228i COUPE,0.264440652
BMW,228i xDRIVE CABRIOLET,0.286363193
BMW,228i xDRIVE COUPE,0.274031764
BMW,320i SEDAN,0.264440652
BMW,320i xDRIVE SEDAN,0.274031764
BMW,328d xDRIVE SEDAN,0.247998746
BMW,328i SEDAN,0.264440652
BMW,328i xDRIVE SEDAN,0.286363193
BMW,335i SEDAN,0.302805099
BMW,335i xDRIVE SEDAN,0.315136528
BMW,428i CABRIOLET,0.280882558
BMW,428i GRAN COUPE,0.280882558
BMW,428i xDRIVE CABRIOLET,0.302805099
BMW,428i xDRIVE GRAN COUPE,0.286363193
BMW,435i CABRIOLET,0.31239621
BMW,435i GRAN COUPE,0.302805099
BMW,435i xDRIVE CABRIOLET,0.32472764
BMW,435i xDRIVE GRAN COUPE,0.315136528
BMW,528i SEDAN,0.280882558
BMW,528i xDRIVE SEDAN,0.286363193
BMW,535d xDRIVE SEDAN,0.291843828
BMW,535i xDRIVE SEDAN,0.32472764
BMW,550i xDRIVE SEDAN,0.387754945
BMW,640i xDRIVE CABRIOLET,0.32472764
BMW,740Ld xDRIVE SEDAN,0.326097799
BMW,740Li xDRIVE SEDAN,0.32472764
BMW,750i xDRIVE SEDAN,0.402826692
BMW,750Li xDRIVE SEDAN,0.402826692
BMW,760Li SEDAN,0.487776539
BMW,ALPINA B6 xDRIVE GRAN COUPE,0.402826692
BMW,M235i CABRIOLET,0.321987322
BMW,M235i COUPE,0.321987322
BMW,M235i xDRIVE COUPE,0.315136528
BMW,M3 SEDAN,0.380904151
BMW,M4 CABRIOLET,0.380904151
BMW,M4 COUPE,0.380904151
BMW,M5 SEDAN,0.46311368
BMW,M6 COUPE,0.46311368
BMW,X3 xDRIVE28d,0.291843828
BMW,X4 xDRIVE28i,0.321987322
BMW,X4 xDRIVE35i,0.343909863
BMW,X5 M,0.460373363
BMW,X5 xDRIVE35d,0.321987322
CADILLAC,CTS,0.31239621
CADILLAC,CTS AWD,0.334318752
CADILLAC,CTS Vsport,0.400086375
CADILLAC,ESCALADE 4WD,0.441191139
CADILLAC,ESCALADE ESV 4WD,0.457633045
CHEVROLET,CAMARO Z/28,0.489146698
CHEVROLET,CITY EXPRESS,0.295954305
CHEVROLET,COLORADO,0.331578434
CHEVROLET,COLORADO 4WD,0.356241293
CHEVROLET,CORVETTE Z06,0.450782251
CHEVROLET,EQUINOX FFV,0.286363193
CHEVROLET,EQUINOX AWD FFV,0.315136528
CHEVROLET,EXPRESS 2500 PASSENGER FFV,0.591908609
CHEVROLET,EXPRESS 3500 PASSENGER FFV,0.598759403
CHRYSLER,200,0.268551128
CHRYSLER,200 FFV,0.268551128
CHRYSLER,200 AWD,0.337059069
CHRYSLER,200 AWD FFV,0.337059069
DODGE,CHALLENGER SRT HELLCAT,0.46311368
DODGE,CHARGER SRT 392 HEMI,0.406937169
DODGE,CHARGER SRT HELLCAT,0.46311368
DODGE,VIPER SRT COUPE,0.497367651
FIAT,500L,0.295954305
FORD,EDGE (Start/Stop),0.308285734
FORD,EDGE SPORT AWD,0.375423516
FORD,EXPEDITION 4X4,0.448041933
FORD,EXPEDITION MAX 4X4,0.453522569
FORD,EXPLORER AWD (EcoBoost),0.409677487
FORD,T-150 WAGON,0.46311368
FORD,T-150 WAGON FFV,0.465853998
FORD,TRANSIT CONNECT VAN,0.295954305
FORD,TRANSIT CONNECT WAGON TAXI,0.327467957
GMC,CANYON,0.331578434
GMC,CANYON 4WD,0.356241293
GMC,SAVANA 2500 PASSENGER FFV,0.591908609
GMC,SAVANA 3500 PASSENGER FFV,0.598759403
GMC,TERRAIN FFV,0.286363193
GMC,YUKON DENALI 4WD,0.441191139
GMC,YUKON XL DENALI 4WD,0.457633045
HONDA,CIVIC Si,0.295954305
HONDA,CIVIC HYBRID,0.164419058
HONDA,PILOT 4WD,0.378163834
HYUNDAI,ELANTRA,0.235667317
HYUNDAI,ELANTRA COUPE,0.261700334
HYUNDAI,GENESIS AWD,0.380904151
HYUNDAI,GENESIS COUPE,0.387754945
HYUNDAI,SANTA FE AWD,0.361721928
HYUNDAI,SANTA FE SPORT AWD,0.361721928
HYUNDAI,SANTA FE ULTIMATE AWD,0.393235581
HYUNDAI,SONATA SPORT/LIMITED,0.264440652
HYUNDAI,TUCSON AWD,0.327467957
INFINITI,Q60,0.337059069
INFINITI,Q60 AWD,0.361721928
JAGUAR,F-TYPE COUPE,0.32472764
JAGUAR,F-TYPE S COUPE,0.334318752
JAGUAR,F-TYPE V8 R COUPE,0.402826692
JAGUAR,XF AWD,0.365832404
JEEP,CHEROKEE FFV,0.298694622
JEEP,CHEROKEE 4X4 FFV,0.315136528
JEEP,RENEGADE,0.276772081
JEEP,RENEGADE FFV,0.295954305
JEEP,RENEGADE 4X4,0.276772081
JEEP,WRANGLER 4X4,0.402826692
JEEP,WRANGLER UNLIMITED 4X4,0.422008916
KIA,K900,0.356241293
KIA,SEDONA SX,0.35898161
KIA,SEDONA SXL,0.39460574
KIA,SORENTO AWD,0.343909863
LAMBORGHINI,AVENTADOR ROADSTER,0.620681944
LAMBORGHINI,HURACAN,0.457633045
LAMBORGHINI,VENENO ROADSTER,0.57957718
LAND ROVER,RANGE ROVER,0.387754945
LAND ROVER,RANGE ROVER SUPERCHARGED,0.47544511
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,0.47544511
LAND ROVER,RANGE ROVER SPORT,0.390495263
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,0.46311368
LEXUS,NX 200t AWD,0.302805099
LEXUS,NX 200t AWD F SPORT,0.31239621
LEXUS,NX 300h AWD,0.232926999
LEXUS,RC 350,0.334318752
LEXUS,RC 350 AWD,0.346650181
LEXUS,RC F,0.397346057
LINCOLN,MKC AWD,0.343909863
LINCOLN,NAVIGATOR 4X4,0.448041933
LINCOLN,NAVIGATOR L 4X4,0.453522569
MERCEDES-BENZ,B 250 4MATIC,0.280882558
MERCEDES-BENZ,C 300 4MATIC,0.283622875
MERCEDES-BENZ,C 400 4MATIC,0.31239621
MERCEDES-BENZ,CLA 250 4MATIC,0.276772081
MERCEDES-BENZ,CLA 45 AMG,0.286363193
MERCEDES-BENZ,CLS 400 4MATIC,0.331578434
MERCEDES-BENZ,E 400 4MATIC,0.327467957
MERCEDES-BENZ,E 400 4MATIC WAGON,0.339799387
MERCEDES-BENZ,E 400 CABRIOLET,0.315136528
MERCEDES-BENZ,E 400 COUPE,0.321987322
MERCEDES-BENZ,GLA 250 4MATIC,0.274031764
MERCEDES-BENZ,GLA 45 AMG 4MATIC,0.295954305
MERCEDES-BENZ,ML 400 4MATIC,0.378163834
MERCEDES-BENZ,S 400 4MATIC,0.339799387
MERCEDES-BENZ,S 550 4MATIC COUPE,0.387754945
MERCEDES-BENZ,S 600,0.469964475
MERCEDES-BENZ,S 63 AMG COUPE,0.416528281
MERCEDES-BENZ,S 65 AMG,0.489146698
MERCEDES-BENZ,S 65 AMG COUPE,0.472704792
MERCEDES-BENZ,SLS AMG GT ROADSTER,0.491887016
MINI,COOPER 3 DOOR,0.235667317
MINI,COOPER 5 DOOR,0.235667317
MINI,COOPER S 3 DOOR,0.258960017
MINI,COOPER S 5 DOOR,0.258960017
MINI,JOHN COOPER WORKS,0.264440652
NISSAN,370Z COUPE,0.349390499
NISSAN,JUKE NISMO RS,0.261700334
NISSAN,JUKE NISMO RS AWD,0.276772081
NISSAN,MICRA,0.245258428
NISSAN,MURANO,0.308285734
NISSAN,PATHFINDER 4WD PLATINUM,0.346650181
PORSCHE,911 CARRERA 4 GTS,0.349390499
PORSCHE,911 CARRERA 4 GTS CABRIOLET,0.35898161
PORSCHE,911 CARRERA GTS,0.346650181
PORSCHE,911 CARRERA GTS CABRIOLET,0.349390499
PORSCHE,911 TARGA 4,0.339799387
PORSCHE,911 TARGA 4S,0.353500975
PORSCHE,BOXSTER GTS,0.298694622
PORSCHE,CAYMAN GTS,0.298694622
PORSCHE,MACAN S,0.385014628
PORSCHE,MACAN TURBO,0.387754945
PORSCHE,PANAMERA TURBO S,0.402826692
PORSCHE,PANAMERA TURBO S EXECUTIVE,0.406937169
RAM,1500,0.375423516
RAM,1500 ECODIESEL,0.374053357
RAM,1500 ECODIESEL HFE,0.363092087
RAM,1500 4X4,0.397346057
RAM,1500 4X4 ECODIESEL,0.391865422
RAM,PROMASTER CITY,0.308285734
SUBARU,WRX,0.349390499
TOYOTA,4RUNNER 4WD (Part-Time 4WD),0.402826692
TOYOTA,RAV4 LE/XLE,0.280882558
VOLKSWAGEN,GOLF,0.25484954
VOLKSWAGEN,GOLF TDI (modified),0.242518111
VOLKSWAGEN,GOLF GTI,0.268551128
VOLKSWAGEN,GOLF SPORTWAGON,0.264440652
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),0.246628587
VOLKSWAGEN,JETTA HYBRID,0.167159376
VOLVO,S60 POLESTAR AWD,0.346650181
VOLVO,S60 T5 ,0.264440652
VOLVO,S60 T5 AWD,0.317876846
VOLVO,S60 T6   ,0.280882558
VOLVO,S60 T6 AWD,0.353500975
VOLVO,S80 T5,0.264440652
VOLVO,S80 T6 AWD,0.353500975
VOLVO,V60 CC,0.276772081
VOLVO,V60 CC AWD,0.32472764
VOLVO,V60 POLESTAR AWD,0.346650181
VOLVO,V60 T5,0.264440652
VOLVO,V60 T5 AWD,0.317876846
VOLVO,V60 T6 AWD,0.353500975
VOLVO,XC60 3.2 AWD,0.361721928
VOLVO,XC60 T5,0.276772081
VOLVO,XC60 T5 AWD,0.35898161
VOLVO,XC60 T6  ,0.295954305
VOLVO,XC60 T6 AWD,0.375423516
VOLVO,XC70 3.2 AWD,0.356241293
VOLVO,XC70 T5,0.276772081
VOLVO,XC70 T6 AWD,0.375423516
ACURA,MDX SH-AWD ELITE,0.343909863
ASTON MARTIN,DB9 GT,0.500107969
AUDI,A8 QUATTRO,0.338429228
AUDI,A8 QUATTRO TDI (modified),0.306915575
AUDI,A8L QUATTRO,0.349390499
AUDI,Q5 QUATTRO,0.334318752
AUDI,Q5 QUATTRO TDI (modified),0.334318752
AUDI,Q5 HYBRID QUATTRO,0.286363193
AUDI,RS 7 QUATTRO,0.42885971
AUDI,S3 QUATTRO,0.289103511
AUDI,S4 QUATTRO,0.352130816
AUDI,S5 QUATTRO,0.352130816
AUDI,S5 CABRIOLET QUATTRO,0.364462246
AUDI,S6 QUATTRO,0.360351769
AUDI,S7 QUATTRO,0.363092087
AUDI,S8 QUATTRO,0.411047645
AUDI,SQ5 QUATTRO,0.390495263
BMW,228i,0.269921287
BMW,228i xDRIVE,0.283622875
BMW,340i,0.297324463
BMW,340i xDRIVE,0.295954305
BMW,M2,0.334318752
BMW,M235i,0.317876846
BMW,M235i xDRIVE,0.326097799
BMW,M235i xDRIVE CABRIOLET,0.326097799
BMW,M3,0.389125104
BMW,X4 M40i,0.361721928
BUICK,ENCORE SPORT TOURING,0.249368905
BUICK,ENCORE SPORT TOURING AWD,0.263070493
BUICK,ENVISION AWD,0.339799387
BUICK,LACROSSE FFV,0.367202563
BUICK,LACROSSE AWD FFV,0.375423516
CADILLAC,ATS-V,0.401456534
CADILLAC,CT6,0.304175258
CADILLAC,CT6 AWD,0.360351769
CADILLAC,CTS-V,0.454892728
CHEVROLET,CRUZE PREMIER,0.219225411
CHEVROLET,CRUZE LIMITED,0.252109222
CHEVROLET,CRUZE LIMITED ECO,0.247998746
CHEVROLET,IMPALA FFV,0.339799387
CHEVROLET,IMPALA DUAL FUEL,0.372683198
CHEVROLET,MALIBU LIMITED,0.276772081
CHEVROLET,MALIBU HYBRID,0.167159376
CHEVROLET,SILVERADO FFV,0.383644469
CHEVROLET,SILVERADO 4WD FFV,0.40556701
CHEVROLET,SILVERADO eASSIST 4WD,0.416528281
CHEVROLET,SUBURBAN FFV,0.416528281
CHEVROLET,SUBURBAN 4WD FFV,0.427489551
CHEVROLET,TAHOE FFV,0.416528281
CHEVROLET,TAHOE 4WD FFV,0.424749234
CHEVROLET,TRAX 4WD,0.280882558
DODGE,DURANGO AWD,0.363092087
DODGE,VIPER SRT,0.49873781
FIAT,500X,0.265810811
FIAT,500X AWD,0.306915575
FORD,EXPEDITION EL 4X4,0.46311368
FORD,F-150 (Payload Pkg),0.360351769
FORD,F-150 FFV (Payload Pkg),0.467224157
FORD,F-150 4X4 (Payload Pkg),0.39460574
FORD,F-150 FFV 4X4 (Payload Pkg),0.47544511
FORD,FLEX AWD GTDI,0.441191139
FORD,FOCUS RS AWD,0.349390499
FORD,FOCUS ST,0.297324463
FORD,SHELBY GT350 MUSTANG,0.457633045
FORD,TRANSIT CONNECT VAN FFV,0.332948593
FORD,TRANSIT CONNECT WAGON FFV,0.345280022
FORD,TRANSIT CONNECT WAGON LWB,0.345280022
FORD,TRANSIT CONNECT WAGON LWB FFV,0.345280022
GMC,SIERRA FFV,0.383644469
GMC,SIERRA 4WD FFV,0.40556701
GMC,SIERRA eASSIST 4WD,0.416528281
GMC,YUKON FFV,0.416528281
GMC,YUKON 4WD FFV,0.424749234
GMC,YUKON XL FFV,0.416528281
GMC,YUKON XL 4WD FFV,0.427489551
HONDA,ACCORD COUPE,0.305545416
HONDA,ACCORD SEDAN,0.242518111
HONDA,ACCORD SPORT,0.256219699
HONDA,CIVIC COUPE,0.212374617
HONDA,CIVIC SEDAN,0.215114934
HONDA,HR-V,0.242518111
HONDA,HR-V AWD,0.260330175
INFINITI,Q50S AWD,0.35898161
INFINITI,Q50S RED SPORT,0.338429228
INFINITI,Q50S RED SPORT AWD,0.350760657
JAGUAR,F-TYPE PROJECT 7 CONVERTIBLE,0.413787963
JAGUAR,F-TYPE R AWD CONVERTIBLE,0.426119392
JAGUAR,F-TYPE R AWD COUPE,0.426119392
JAGUAR,F-TYPE S CONVERTIBLE AWD,0.361721928
JAGUAR,F-TYPE S COUPE AWD,0.361721928
JAGUAR,XF AWD ,0.330208275
JAGUAR,XJ R-SPORT 3.0 AWD,0.376793675
JAGUAR,XJL 3.0 AWD PORTFOLIO,0.38227431
JEEP,GRAND CHEROKEE 4X4,0.363092087
LAMBORGHINI,HURACAN SPYDER,0.465853998
LAND ROVER,DISCOVERY SPORT,0.339799387
LAND ROVER,RANGE ROVER TD6 DIESEL,0.34802034
LAND ROVER,RANGE ROVER SPORT TD6 DIESEL,0.34802034
LEXUS,GS 200t,0.290473669
LEXUS,GS 200t F SPORT,0.311026052
LEXUS,GS 350 F SPORT,0.343909863
LEXUS,GS F,0.401456534
LEXUS,IS 200t,0.290473669
LEXUS,IS 300 AWD,0.353500975
LEXUS,RC 200t,0.293213987
LEXUS,RC 300 AWD,0.353500975
MASERATI,GHIBLI S,0.401456534
MASERATI,GHIBLI SQ4,0.404196851
MASERATI,QUATTROPORTE S,0.411047645
MAZDA,CX-3,0.245258428
MAZDA,CX-3 4WD,0.258960017
MAZDA,CX-5 (SIL),0.257589858
MAZDA,MAZDA6 (SIL),0.257589858
MAZDA,MX-5 (SIL),0.250739064
MERCEDES-BENZ,AMG C 63,0.367202563
MERCEDES-BENZ,AMG C 63 S,0.367202563
MERCEDES-BENZ,AMG CLA 45,0.293213987
MERCEDES-BENZ,AMG CLS 63 S 4MATIC,0.422008916
MERCEDES-BENZ,AMG E 63 S 4MATIC,0.424749234
MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,0.424749234
MERCEDES-BENZ,AMG G 63,0.571356227
MERCEDES-BENZ,AMG G 65,0.652195597
MERCEDES-BENZ,AMG GL 63 S,0.505588604
MERCEDES-BENZ,AMG GLA 45,0.295954305
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,0.501478127
MERCEDES-BENZ,AMG GLE 63 S COUPE 4MATIC,0.497367651
MERCEDES-BENZ,AMG GT S,0.415158122
MERCEDES-BENZ,AMG S 63,0.42885971
MERCEDES-BENZ,AMG S 63 COUPE,0.42885971
MERCEDES-BENZ,AMG S 65,0.494627333
MERCEDES-BENZ,AMG S 65 COUPE,0.48640638
MERCEDES-BENZ,AMG SL 63,0.408307328
MERCEDES-BENZ,AMG SL 65,0.459003204
MERCEDES-BENZ,AMG SLK 55,0.345280022
MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,0.316506687
MERCEDES-BENZ,CLA 250 4MATIC FFV,0.271291446
MERCEDES-BENZ,E 400 4MATIC COUPE,0.327467957
MERCEDES-BENZ,GLE 350d 4MATIC,0.337059069
MERCEDES-BENZ,GLE 350d 4MATIC COUPE,0.346650181
MERCEDES-BENZ,GLE 400 4MATIC,0.386384787
MERCEDES-BENZ,GLE 450 AMG SPORT 4MATIC COUPE,0.385014628
MERCEDES-BENZ,GLE 550 4MATIC,0.459003204
MERCEDES-BENZ,MAYBACH S 600,0.491887016
MERCEDES-BENZ,METRIS CARGO,0.319247005
MERCEDES-BENZ,METRIS PASSENGER,0.339799387
MERCEDES-BENZ,S 400 4MATIC SWB,0.346650181
MERCEDES-BENZ,SLK 300,0.272661605
MITSUBISHI,LANCER 4WD,0.287733352
NISSAN,ALTIMA 3.5,0.290473669
NISSAN,ALTIMA SR,0.247998746
PORSCHE,911 GT3RS,0.457633045
PORSCHE,BOXSTER SPYDER,0.372683198
PORSCHE,CAYMAN GT4,0.379533993
SCION,iM,0.237037475
TOYOTA,RAV4 HYBRID AWD,0.23155684
TOYOTA,RAV4 LIMITED/SE AWD,0.30143494
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,0.411047645
TOYOTA,YARIS (SIL),0.215114934
TOYOTA,YARIS HATCHBACK,0.232926999
VOLKSWAGEN,BEETLE DUNE,0.27814224
VOLKSWAGEN,GOLF R,0.295954305
VOLVO,S60 CC T5 AWD,0.327467957
VOLVO,S60 INSCRIPTION,0.264440652
VOLVO,S60 INSCRIPTION T5 AWD,0.319247005
VOLVO,S60 T5,0.264440652
VOLVO,S60 T6,0.298694622
VOLVO,S60 3.0T AWD,0.354871134
VOLVO,S60 POLESTAR,0.354871134
VOLVO,V60 CC T5 AWD,0.327467957
VOLVO,V60 3.0T AWD,0.354871134
VOLVO,V60 POLESTAR,0.354871134
VOLVO,XC60 T6,0.309655893
VOLVO,XC60 3.0T AWD,0.378163834
VOLVO,XC70 T5 AWD,0.34802034
VOLVO,XC90 T5,0.317876846
VOLVO,XC90 T5 AWD,0.327467957
VOLVO,XC90 T6 AWD,0.338429228
ACURA,MDX HYBRID AWD,0.287733352
ACURA,NSX,0.357611451
ALFA ROMEO,4C SPIDER,0.269921287
ALFA ROMEO,GIULIA,0.280882558
ALFA ROMEO,GIULIA AWD,0.297324463
ALFA ROMEO,GIULIA QUADRIFOGLIO,0.383644469
ASTON MARTIN,DB11 V12,0.441191139
AUDI,A4 ULTRA,0.242518111
BENTLEY,BENTAYGA,0.506958763
BENTLEY,MULSANNE EWB,0.589168292
BMW,230i CABRIOLET,0.283622875
BMW,230i COUPE,0.269921287
BMW,230i xDRIVE CABRIOLET,0.291843828
BMW,230i xDRIVE COUPE,0.287733352
BMW,330i xDRIVE,0.291843828
BMW,330i xDRIVE GRAN TURISMO,0.291843828
BMW,330i xDRIVE TOURING,0.291843828
BMW,340i xDRIVE GRAN TURISMO,0.326097799
BMW,430i xDRIVE CABRIOLET,0.289103511
BMW,430i xDRIVE COUPE,0.291843828
BMW,430i xDRIVE GRAN COUPE,0.291843828
BMW,440i COUPE,0.306915575
BMW,440i xDRIVE CABRIOLET,0.326097799
BMW,440i xDRIVE COUPE,0.31239621
BMW,440i xDRIVE GRAN COUPE,0.31239621
BMW,530i xDRIVE,0.291843828
BMW,540i xDRIVE,0.31239621
BMW,ALPINA B7 xDRIVE,0.400086375
BMW,M240i CABRIOLET,0.306915575
BMW,M240i COUPE,0.306915575
