Make,Model,CO2 Emissions(lbs/mile)
BMW,M240i xDRIVE CABRIOLET,0.31239621
BMW,M240i xDRIVE COUPE,0.31239621
BMW,M760i xDRIVE,0.48640638
BUICK,ENCORE (LUV Engine),0.265810811
BUICK,ENCORE (LE2 Engine),0.253479381
BUICK,ENCORE AWD (LUV Engine),0.284993034
BUICK,ENCORE AWD (LE2 Engine),0.268551128
CADILLAC,XT5,0.33568891
CADILLAC,XT5 AWD,0.356241293
CHEVROLET,COLORADO ZR2 4WD,0.431600028
CHEVROLET,CRUZE HATCHBACK,0.235667317
CHEVROLET,CRUZE HATCHBACK PREMIER,0.241147952
CHRYSLER,PACIFICA,0.352130816
CHRYSLER,PACIFICA (Stop-Start),0.341169546
DODGE,CHALLENGER GT,0.353500975
DODGE,VIPER,0.530251463
FIAT,124 SPIDER,0.256219699
FORD,ESCAPE FFV,0.313766369
FORD,F-150 (LT Tire Pkg),0.360351769
FORD,F-150 4X4 (LT Tire Pkg),0.401456534
FORD,F-150 FFV 4X4 (LT Tire Pkg),0.45215241
FORD,FOCUS (Start/Stop),0.241147952
FORD,GT,0.55628448
FORD,MUSTANG (Performance Pkg),0.327467957
GENESIS,G80 AWD,0.391865422
GENESIS,G90 AWD,0.38227431
HONDA,CIVIC HATCHBACK,0.221965728
HYUNDAI,IONIQ,0.141126358
HYUNDAI,IONIQ BLUE,0.131535247
HYUNDAI,SONATA HYBRID SE,0.187711758
INFINITI,Q60S RED SPORT AWD,0.354871134
INFINITI,QX30,0.274031764
INFINITI,QX30 AWD,0.302805099
JAGUAR,F-PACE 35t,0.379533993
JAGUAR,F-TYPE R CONVERTIBLE AWD,0.426119392
JAGUAR,F-TYPE R COUPE AWD,0.426119392
JAGUAR,XE 20d AWD,0.25484954
JAGUAR,XE 35t AWD,0.326097799
JAGUAR,XF 20d AWD,0.25484954
JAGUAR,XF 35t AWD,0.332948593
JAGUAR,XJL PORTFOLIO 3.0 AWD,0.383644469
JAGUAR,XJR  LWB,0.42885971
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,0.321987322
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,0.350760657
JEEP,GRAND CHEROKEE SRT8,0.504218445
JEEP,NEW COMPASS,0.298694622
JEEP,NEW COMPASS 4X4,0.304175258
KIA,FORTE (MPI),0.232926999
KIA,FORTE (GDI),0.271291446
KIA,NIRO,0.156198105
KIA,NIRO FE,0.15071747
KIA,NIRO TOURING,0.176750488
KIA,OPTIMA FE,0.260330175
KIA,OPTIMA TURBO,0.306915575
KIA,SORENTO AWD FE,0.369942881
KIA,SOUL TURBO,0.272661605
LAMBORGHINI,AVENTADOR COUPE LP 740,0.631643215
LAMBORGHINI,AVENTADOR ROADSTER LP 740,0.631643215
LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,0.332948593
LINCOLN,CONTINENTAL AWD,0.385014628
LINCOLN,MKC AWD (Start/Stop),0.34802034
MASERATI,LEVANTE,0.465853998
MASERATI,LEVANTE S,0.474074951
MERCEDES-BENZ,AMG C 63 CABRIOLET,0.398716216
MERCEDES-BENZ,AMG C 63 COUPE,0.390495263
MERCEDES-BENZ,AMG C 63 S CABRIOLET,0.398716216
MERCEDES-BENZ,AMG C 63 S COUPE,0.390495263
MERCEDES-BENZ,AMG GLA 45 4MATIC,0.319247005
MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,0.483666063
MERCEDES-BENZ,AMG GLE 43 4MATIC,0.385014628
MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,0.385014628
MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,0.497367651
MERCEDES-BENZ,AMG GLS 63,0.505588604
MERCEDES-BENZ,AMG GT COUPE,0.415158122
MERCEDES-BENZ,AMG GT S COUPE,0.415158122
MERCEDES-BENZ,AMG S 63 4MATIC,0.42885971
MERCEDES-BENZ,AMG S 63 CABRIOLET,0.441191139
MERCEDES-BENZ,AMG S 65 CABRIOLET,0.476815269
MERCEDES-BENZ,AMG SLC 43,0.320617163
MERCEDES-BENZ,C 300 4MATIC CABRIOLET,0.304175258
MERCEDES-BENZ,C 300 4MATIC COUPE,0.298694622
MERCEDES-BENZ,GLC 300 4MATIC,0.319247005
MERCEDES-BENZ,GLS 450 4MATIC,0.419268598
MERCEDES-BENZ,GLS 550 4MATIC,0.47544511
MERCEDES-BENZ,S 550 4MATIC CABRIOLET,0.378163834
MERCEDES-BENZ,SL 450,0.32472764
MERCEDES-BENZ,SLC 300,0.274031764
MINI,COOPER CLUBMAN ALL4,0.291843828
MINI,COOPER COUNTRYMAN ALL4,0.294584146
MINI,COOPER S CLUBMAN ALL4,0.287733352
MINI,COOPER S COUNTRYMAN  ALL4,0.291843828
MINI,JOHN COOPER WORKS 3 DOOR,0.268551128
MINI,JOHN COOPER WORKS CLUBMAN ALL4,0.287733352
MITSUBISHI,MIRAGE G4,0.204153664
NISSAN,QASHQAI,0.261700334
NISSAN,QASHQAI AWD,0.269921287
NISSAN,SENTRA (Turbo),0.264440652
NISSAN,SENTRA NISMO,0.280882558
NISSAN,TITAN 4WD PRO-4X,0.456262886
PORSCHE,CAYENNE PLATINUM,0.385014628
PORSCHE,MACAN,0.339799387
PORSCHE,MACAN GTS,0.393235581
ROLLS-ROYCE,DAWN,0.534361939
SUBARU,CROSSTREK AWD,0.264440652
SUBARU,IMPREZA 4-DOOR AWD,0.238407634
SUBARU,IMPREZA 5-DOOR AWD,0.241147952
SUBARU,WRX AWD,0.349390499
TOYOTA,86,0.279512399
TOYOTA,COROLLA iM,0.241147952
TOYOTA,HIGHLANDER AWD (Start/Stop System),0.338429228
TOYOTA,HIGHLANDER AWD LE,0.331578434
VOLKSWAGEN,GOLF ALLTRACK,0.30143494
VOLKSWAGEN,GOLF SPORTWAGEN,0.263070493
VOLKSWAGEN,GOLF SPORTWAGEN 4MOTION,0.30143494
VOLVO,S60 INSCRIPTION T5,0.271291446
VOLVO,S90 T5,0.279512399
VOLVO,S90 T6 AWD,0.300064781
VOLVO,V90 T5,0.279512399
VOLVO,V90 T6 AWD,0.300064781
VOLVO,V90 CC T6 AWD,0.302805099
ACURA,TLX A-SPEC,0.286363193
ACURA,TLX SH-AWD A-SPEC,0.328838116
ALFA ROMEO,4C COUPE,0.269921287
ALFA ROMEO,STELVIO AWD,0.309655893
ALFA ROMEO,STELVIO QUADRIFOGLIO,0.400086375
ASTON MARTIN,DB11 V8,0.37131304
AUDI,A5 SPORTBACK QUATTRO,0.27814224
AUDI,R8 QUATTRO,0.46311368
AUDI,RS 3,0.339799387
AUDI,S5 SPORTBACK,0.317876846
AUDI,TT RS,0.33568891
AUDI,TTS COUPE,0.304175258
BENTLEY,CONTINENTAL SUPERSPORTS,0.53299178
BMW,640i xDRIVE GRAN TURISMO,0.330208275
BMW,750i xDRIVE SWB,0.387754945
BMW,M550i xDRIVE,0.387754945
BMW,X2 xDRIVE28i,0.304175258
BMW,X3 xDRIVE30i,0.305545416
BMW,X3 M40i,0.330208275
BUGATTI,CHIRON,0.715222903
BUICK,ENCORE (SIDI with Stop/Start),0.253479381
BUICK,ENCORE AWD (SIDI with Stop/Start),0.268551128
CHEVROLET,CRUZE HATCHBACK DIESEL,0.24388827
CHEVROLET,SILVERADO eASSIST,0.380904151
DODGE,CHALLENGER GT AWD,0.353500975
DODGE,CHALLENGER GT AWD FFV,0.353500975
DODGE,CHALLENGER SRT DEMON,0.464483839
DODGE,DURANGO AWD SRT,0.497367651
FIAT,500,0.276772081
FIAT,500 ABARTH,0.276772081
FORD,ECOSPORT,0.267180969
FORD,ECOSPORT AWD,0.297324463
FORD,F-150 FFV (LT Tire Pkg),0.360351769
FORD,F-150 4X4 XL/XLT,0.364462246
FORD,F-150 RAPTOR 4WD,0.464483839
GMC,SIERRA eASSIST,0.380904151
HONDA,ACCORD SPORT/TOURING,0.289103511
HONDA,CIVIC COUPE Si,0.237037475
HONDA,CIVIC HATCHBACK SPORT,0.232926999
HONDA,CIVIC SEDAN Si,0.237037475
HONDA,CIVIC TYPE R,0.306915575
HONDA,ODYSSEY TOURING,0.338429228
HYUNDAI,KONA,0.25484954
HYUNDAI,KONA AWD,0.275401922
HYUNDAI,SANTA FE SPORT ULTIMATE AWD,0.361721928
INFINITI,Q50 AWD RED SPORT,0.356241293
INFINITI,Q60 AWD RED SPORT,0.354871134
JAGUAR,F-PACE 20d,0.298694622
JAGUAR,F-PACE 25t,0.311026052
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC,0.346650181
JAGUAR,F-TYPE CONVERTIBLE R-DYNAMIC AWD,0.363092087
JAGUAR,F-TYPE COUPE R-DYNAMIC,0.346650181
JAGUAR,F-TYPE COUPE R-DYNAMIC AWD,0.363092087
JAGUAR,XE 25t AWD,0.274031764
JAGUAR,XF 25t AWD,0.283622875
JAGUAR,XJ R-SPORT AWD,0.378163834
JAGUAR,XJL PORTFOLIO AWD,0.383644469
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,0.321987322
JEEP,GRAND CHEROKEE 4X4 SRT,0.504218445
JEEP,GRAND CHEROKEE 4X4 TRACKHAWK,0.565875592
JEEP,NEW WRANGLER 4X4,0.319247005
JEEP,NEW WRANGLER UNLIMITED 4X4,0.33568891
JEEP,WRANGLER JK 4X4,0.409677487
JEEP,WRANGLER JK UNLIMITED 4X4,0.42885971
KIA,STINGER AWD,0.363092087
LAMBORGHINI,AVENTADOR S COUPE,0.622052103
LAMBORGHINI,AVENTADOR S ROADSTER,0.635753691
LAMBORGHINI,HURACAN AWD,0.478185427
LAMBORGHINI,HURACAN SPYDER AWD,0.479555586
LAND ROVER,RANGE ROVER VELAR,0.313766369
LEXUS,IS 300,0.293213987
LEXUS,LC 500,0.391865422
LEXUS,LC 500h,0.256219699
LEXUS,LS 500,0.328838116
LEXUS,LS 500 AWD,0.354871134
LEXUS,LS 500h,0.267180969
LEXUS,LS 500h AWD,0.289103511
LEXUS,NX 300 AWD,0.309655893
LEXUS,NX 300 AWD F SPORT,0.317876846
LEXUS,RX 350 L AWD,0.367202563
MAZDA,CX-5 ,0.282252716
MAZDA,CX-5 (Cylinder Deactivation),0.275401922
MAZDA,CX-5 4WD (Cylinder Deactivation),0.284993034
MAZDA,MAZDA6 TURBO,0.284993034
MERCEDES-BENZ,AMG C 43 4MATIC,0.334318752
MERCEDES-BENZ,AMG C 43 4MATIC CABRIOLET,0.350760657
MERCEDES-BENZ,AMG C 43 4MATIC COUPE,0.33568891
MERCEDES-BENZ,AMG CLA 45 4MATIC,0.297324463
MERCEDES-BENZ,AMG E 43 4MATIC,0.353500975
MERCEDES-BENZ,AMG GLC 43 4MATIC,0.379533993
MERCEDES-BENZ,AMG GLS 63 4MATIC,0.502848286
MERCEDES-BENZ,AMG GT ROADSTER,0.416528281
MERCEDES-BENZ,AMG GT C COUPE,0.441191139
MERCEDES-BENZ,AMG GT C ROADSTER,0.441191139
MERCEDES-BENZ,AMG GT R COUPE,0.443931457
MERCEDES-BENZ,AMG S 63 4MATIC CABRIOLET,0.419268598
MERCEDES-BENZ,AMG S 63 4MATIC COUPE,0.37131304
MERCEDES-BENZ,C 300 4MATIC WAGON,0.304175258
MERCEDES-BENZ,E 400 4MATIC CABRIOLET,0.343909863
MERCEDES-BENZ,GLC 300 4MATIC COUPE,0.321987322
MERCEDES-BENZ,MAYBACH S 650,0.48640638
MERCEDES-BENZ,S 450 4MATIC SWB,0.349390499
MERCEDES-BENZ,S 560 CABRIOLET,0.378163834
MERCEDES-BENZ,S 560 4MATIC,0.363092087
MERCEDES-BENZ,S 560 4MATIC SWB,0.357611451
MERCEDES-BENZ,S 560 4MATIC COUPE,0.368572722
MITSUBISHI,ECLIPSE CROSS,0.284993034
MITSUBISHI,ECLIPSE CROSS 4WD,0.295954305
NISSAN,KICKS,0.23155684
PORSCHE,911 TARGA 4 GTS,0.343909863
PORSCHE,911 TURBO S EXCLUSIVE,0.390495263
PORSCHE,MACAN TURBO KIT,0.391865422
PORSCHE,PANAMERA 4 EXECUTIVE,0.321987322
PORSCHE,PANAMERA 4 ST,0.331578434
PORSCHE,PANAMERA 4S ST,0.341169546
PORSCHE,PANAMERA TURBO ST,0.38227431
SUBARU,BRZ tS,0.327467957
SUBARU,WRX STI AWD,0.398716216
SUBARU,WRX STI AWD TYPE RA,0.40556701
TOYOTA,CAMRY LE/SE,0.235667317
TOYOTA,CAMRY XLE/XSE,0.237037475
TOYOTA,CAMRY XSE,0.294584146
TOYOTA,C-HR,0.258960017
VOLKSWAGEN,ATLAS,0.319247005
VOLKSWAGEN,ATLAS 4MOTION,0.386384787
VOLKSWAGEN,BEETLE DUNE CONVERTIBLE,0.258960017
VOLVO,S90 T5 AWD,0.282252716
VOLVO,V90 CC T5 AWD,0.293213987
ACURA,MDX SH-AWD A-SPEC,0.353500975
ACURA,RDX AWD A-SPEC,0.331578434
ALFA ROMEO,Stelvio,0.298694622
ALFA ROMEO,Stelvio AWD Quadrifoglio,0.400086375
ASTON MARTIN,DB11 AMR,0.427489551
ASTON MARTIN,DBS Superleggera,0.443931457
ASTON MARTIN,Rapide AMR,0.454892728
ASTON MARTIN,Vanquish Zagato,0.474074951
ASTON MARTIN,Vantage V8,0.361721928
AUDI,Q8,0.402826692
AUDI,RS 5 Coupe,0.35898161
AUDI,RS 5 Sportback,0.367202563
AUDI,TT RS Coupe,0.330208275
BMW,M2 Competition,0.402826692
BMW,M240i Coupe M Performance,0.311026052
BMW,M240i xDrive Coupe M Performance,0.313766369
BMW,M4 Cabriolet Competition,0.409677487
BMW,M4 Coupe Competition,0.402826692
BMW,M4 CS,0.402826692
BMW,M5 Competition,0.443931457
BMW,M760Li xDrive,0.48640638
BMW,M850i xDrive Cabriolet,0.369942881
BMW,M850i xDrive Coupe,0.368572722
BMW,X4 xDrive30i,0.305545416
BMW,X5 xDrive40i,0.33568891
BMW,X7 xDrive40i,0.34802034
BMW,X7 xDrive50i,0.402826692
CADILLAC,XT4,0.286363193
CADILLAC,XT4 AWD,0.311026052
CHEVROLET,Blazer,0.317876846
CHEVROLET,Blazer AWD,0.363092087
CHEVROLET,Corvette ZR1,0.52203051
CHEVROLET,Silverado 4WD Trail Boss,0.47544511
CHEVROLET,Silverado LD,0.434340345
CHEVROLET,Silverado LD 4WD,0.445301616
DODGE,Challenger SRT Hellcat Redeye,0.464483839
FORD,F-150 4X4 Limited,0.40556701
FORD,Mustang Bullitt,0.426119392
FORD,Ranger 4WD,0.350760657
GENESIS,G70,0.349390499
GENESIS,G70 AWD,0.330208275
GMC,Sierra 4WD AT4,0.438450822
GMC,Sierra LTD,0.434340345
GMC,Sierra LTD 4WD,0.445301616
HONDA,Insight EX,0.156198105
HONDA,Insight Touring,0.156198105
HONDA,Passport AWD,0.363092087
HYUNDAI,Santa Fe XL,0.367202563
HYUNDAI,Santa Fe XL AWD,0.378163834
HYUNDAI,Santa Fe XL Ultimate AWD,0.406937169
HYUNDAI,Sonata SE,0.260330175
HYUNDAI,Veloster N,0.309655893
JAGUAR,E-PACE P250,0.316506687
JEEP,Grand Cherokee 4X4 EcoDiesel,0.367202563
JEEP,Renegade 4X4 Trailhawk,0.315136528
JEEP,Wrangler JL 4X4,0.319247005
JEEP,Wrangler JL Unlimited 4X4,0.33568891
LAMBORGHINI,Huracan Coupe,0.501478127
LAMBORGHINI,Huracan Coupe AWD,0.506958763
LAMBORGHINI,Huracan Performante Coupe,0.506958763
LAMBORGHINI,Huracan Performante Spyder,0.506958763
LAMBORGHINI,Urus,0.526140986
LAND ROVER,Discovery,0.426119392
LAND ROVER,Discovery TD6 Diesel,0.38227431
LAND ROVER,Range Rover 3.0,0.398716216
LAND ROVER,Range Rover 5.0 Supercharged,0.417898439
LAND ROVER,Range Rover SVAutobiography LWB,0.500107969
LAND ROVER,Range Rover Sport 3.0,0.398716216
LAND ROVER,Range Rover Velar D180,0.313766369
LAND ROVER,Range Rover Velar P300,0.339799387
LAND ROVER,Range Rover Velar P380,0.374053357
LEXUS,ES 350 F SPORT,0.300064781
LEXUS,RX 450h L AWD,0.260330175
LEXUS,UX 200,0.230186681
LEXUS,UX 250h,0.178120646
LEXUS,UX 250h AWD,0.191822234
LINCOLN,Nautilus,0.342539704
MASERATI,Levante GTS,0.493257174
MASERATI,Levante Trofeo,0.493257174
MAZDA,CX-5 Turbo 4WD,0.315136528
MAZDA,CX-5 Diesel 4WD,0.311026052
MAZDA,Mazda3 4-Door (Cylinder Deactivation),0.250739064
MAZDA,Mazda3 4-Door 4WD,0.263070493
MAZDA,Mazda3 5-Door 4WD,0.279512399
MERCEDES-BENZ,A 220,0.267180969
MERCEDES-BENZ,A 220 4MATIC,0.272661605
MERCEDES-BENZ,A 250,0.263070493
MERCEDES-BENZ,A 250 4MATIC,0.275401922
MERCEDES-BENZ,AMG C 43 4MATIC Wagon,0.349390499
MERCEDES-BENZ,AMG CLS 53 4MATIC+,0.321987322
MERCEDES-BENZ,AMG E 53 4MATIC+,0.317876846
MERCEDES-BENZ,AMG E 53 4MATIC+ Cabriolet,0.33568891
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,0.32472764
MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,0.327467957
MERCEDES-BENZ,AMG E 63 S 4MATIC+,0.435710504
MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,0.409677487
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,0.423379075
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,0.423379075
MERCEDES-BENZ,AMG GT 53 4MATIC+ Coupe,0.361721928
MERCEDES-BENZ,AMG GT 63 4MATIC+ Coupe,0.442561298
MERCEDES-BENZ,AMG GT 63 S 4MATIC+ Coupe,0.443931457
MERCEDES-BENZ,AMG S 63 4MATIC+,0.376793675
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,0.419268598
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,0.37131304
MERCEDES-BENZ,CLS 450 4MATIC,0.291843828
MERCEDES-BENZ,E 450 4MATIC,0.334318752
MERCEDES-BENZ,E 450 4MATIC Cabriolet,0.37131304
MERCEDES-BENZ,E 450 4MATIC Coupe,0.352130816
MERCEDES-BENZ,E 450 4MATIC Wagon,0.34802034
MERCEDES-BENZ,Maybach S 560 4MATIC,0.391865422
MERCEDES-BENZ,Metris Cargo LWB,0.339799387
NISSAN,Altima SR/Platinum,0.260330175
NISSAN,Altima AWD,0.25484954
NISSAN,Altima AWD SR/Platinum,0.260330175
PORSCHE,911 Carrera T,0.339799387
PORSCHE,911 GT2 RS,0.431600028
PORSCHE,911 GT3 RS,0.459003204
PORSCHE,911 GT3 Touring,0.457633045
PORSCHE,911 Speedster,0.479555586
PORSCHE,911 Turbo S Exclusive Cabriolet,0.406937169
PORSCHE,Panamera GTS ST,0.42885971
RAM,1500 eTorque,0.346650181
RAM,1500 HFE eTorque,0.337059069
RAM,1500 4X4 eTorque,0.356241293
RAM,1500 Classic EcoDiesel,0.380904151
RAM,1500 Classic FFV,0.383644469
RAM,1500 Classic,0.474074951
RAM,1500 Classic 4X4 EcoDiesel,0.395975898
RAM,1500 Classic 4X4 FFV,0.402826692
RAM,1500 Classic 4X4,0.523400668
ROLLS-ROYCE,Cullinan,0.523400668
SUBARU,Ascent AWD,0.334318752
TOYOTA,Corolla LE Eco,0.223335887
TOYOTA,Corolla Hatchback,0.215114934
TOYOTA,Prius AWD,0.149347311
VOLKSWAGEN,Arteon 4MOTION,0.334318752
VOLVO,XC40 T5 AWD,0.289103511
ACURA,TLX SH-AWD A-SPEC/Limited Edition,0.328838116
AUDI,A6 allroad,0.338429228
AUDI,R8 Coupe,0.47544511
BMW,330i xDrive Sedan,0.267180969
BMW,430i Coupe,0.279512399
BMW,530i xDrive Sedan,0.282252716
BMW,540i xDrive Sedan,0.304175258
BMW,M340i xDrive Sedan,0.319247005
BMW,M550i xDrive Sedan,0.374053357
BMW,M760i xDrive Sedan,0.485036222
BMW,M8 Cabriolet,0.441191139
BMW,M8 Cabriolet Competition,0.441191139
BMW,M8 Coupe,0.441191139
BMW,M8 Coupe Competition,0.441191139
BMW,M8 Gran Coupe,0.441191139
BMW,M8 Gran Coupe Competition,0.441191139
BMW,M850i xDrive Gran Coupe,0.397346057
BMW,X2 M35i,0.287733352
BMW,X3 M,0.464483839
BMW,X3 M Competition,0.464483839
BMW,X4 M,0.464483839
BMW,X4 M Competition,0.464483839
BMW,X5 M50i,0.413787963
BMW,X6 xDrive40i,0.33568891
BMW,X6 M50i,0.413787963
BMW,X7 M50i,0.435710504
BMW,Z4 sDrive30i,0.274031764
BMW,Z4 M40i,0.295954305
BUICK,Encore GX,0.271291446
BUICK,Encore GX AWD,0.272661605
CADILLAC,CT4,0.27814224
CADILLAC,CT4 AWD,0.291843828
CADILLAC,CT4-V,0.320617163
CADILLAC,CT4-V AWD,0.326097799
CADILLAC,CT5,0.286363193
CADILLAC,CT5 AWD,0.302805099
CADILLAC,CT5-V,0.360351769
CADILLAC,CT5-V AWD,0.378163834
CADILLAC,XT6 AWD,0.379533993
CHEVROLET,Silverado WT,0.376793675
CHEVROLET,Silverado WT 4WD,0.383644469
CHEVROLET,Silverado 4WD Custom Trail Boss,0.478185427
CHEVROLET,Silverado 4WD LT Trail Boss,0.420638757
CHRYSLER,Voyager (Stop-Start),0.341169546
DODGE,Challenger AWD,0.353500975
DODGE,Challenger Widebody (MDS),0.417898439
DODGE,Challenger SRT Hellcat Widebody,0.490516857
DODGE,Charger Widebody (MDS),0.417898439
DODGE,Charger SRT Hellcat Widebody,0.504218445
DODGE,Grand Caravan,0.378163834
FORD,Escape Hybrid,0.186341599
FORD,Escape Hybrid AWD,0.190452076
FORD,Explorer Hybrid AWD,0.308285734
FORD,Mustang Convertible (Performance Pkg),0.334318752
FORD,Shelby GT500 Mustang,0.537102257
FORD,T-150 Wagon FFV 4WD,0.482295904
FORD,Transit Connect Van LWB,0.300064781
GMC,Sierra WT,0.376793675
GMC,Sierra WT 4WD,0.383644469
HONDA,Insight EX/Touring,0.157568264
HYUNDAI,Palisade,0.342539704
HYUNDAI,Palisade AWD,0.363092087
HYUNDAI,Venue,0.24388827
JAGUAR,E-PACE P300,0.323357481
JAGUAR,F-PACE 30t,0.317876846
JAGUAR,F-PACE S,0.379533993
JAGUAR,F-PACE SVR,0.415158122
JAGUAR,F-TYPE P300 Convertible,0.294584146
JAGUAR,F-TYPE SVR AWD Convertible,0.409677487
JAGUAR,F-TYPE P300 Coupe,0.294584146
JAGUAR,F-TYPE SVR AWD Coupe,0.409677487
JAGUAR,XE P250 AWD,0.274031764
JAGUAR,XE P300 AWD,0.30143494
JAGUAR,XF 30t AWD,0.297324463
JAGUAR,XF S AWD,0.332948593
JEEP,Gladiator 4X4,0.397346057
JEEP,Wrangler 4X4 eTorque,0.354871134
JEEP,Wrangler Unlimited 4X4 eTorque,0.352130816
JEEP,Wrangler Unlimited 4X4 EcoDiesel,0.349390499
KIA,Telluride AWD,0.361721928
LAND ROVER,Discovery Sport P250,0.364462246
LAND ROVER,Discovery Sport P290,0.35898161
LAND ROVER,Range Rover 5.0 Supercharged LWB,0.417898439
LAND ROVER,Range Rover SVAutobiography Dynamic,0.485036222
LAND ROVER,Range Rover Sport SVR,0.460373363
LAND ROVER,Range Rover Evoque P250,0.33568891
LAND ROVER,Range Rover Evoque P300,0.331578434
LAND ROVER,Range Rover Velar P250,0.326097799
LAND ROVER,Range Rover Velar P340,0.374053357
LAND ROVER,Range Rover Velar SVAutobiography Dynamic,0.435710504
LINCOLN,Aviator,0.383644469
LINCOLN,Corsair AWD,0.313766369
LINCOLN,Nautilus AWD,0.342539704
MASERATI,Ghibli S Q4,0.404196851
MASERATI,Quattroporte S Q4,0.412417804
MAZDA,CX-3 (SIL),0.25484954
MAZDA,CX-30,0.258960017
MAZDA,CX-30 4WD,0.276772081
MAZDA,CX-30 4WD (Cylinder Deactivation),0.274031764
NISSAN,Sentra SR,0.234297158
ROLLS-ROYCE,Cullinan Black Badge,0.528881304
TOYOTA,Camry TRD,0.30143494
TOYOTA,Camry AWD LE/SE,0.260330175
TOYOTA,Camry AWD XLE/XSE,0.269921287
TOYOTA,Corolla XLE,0.232926999
TOYOTA,Corolla XSE,0.224706046
TOYOTA,Corolla Hybrid,0.145236835
TOYOTA,GR Supra,0.284993034
TOYOTA,Highlander Hybrid AWD Limited/Platinum,0.213744776
TOYOTA,RAV4 AWD TRD Off-Road,0.274031764
TOYOTA,Tacoma 4WD D-Cab TRD Off-Road/Pro,0.411047645
VOLKSWAGEN,Atlas Cross Sport 4MOTION,0.374053357
VOLVO,XC40 T4 AWD,0.287733352
